"id","intentional_cause"
10310,0.0311030625421033
10311,0.101024313101408
10312,0.0360870933253237
10313,0.038055615729954
10314,0.159927634321998
10315,0.302796404376407
10316,0.291944727408238
10317,0.291954274679112
10318,0.346209852736089
10319,0.1948657253902
10320,0.231706696750954
10321,0.102727545453306
10322,0.176069758816122
10323,0.23040406496096
10324,0.314463661321224
10325,0.362345881004618
10326,0.36242538001195
10327,0.145632648756212
10328,0.256201986541057
10329,0.188953464610528
10330,0.295141774115024
10331,0.295270910240951
10332,0.124137525401521
10333,0.319289623472183
10334,0.2903198159939
10335,0.116245050748343
10336,0.185409681158365
10337,0.153114948940124
10338,0.25417220506151
10339,0.35032868177979
10340,0.343184850170636
10341,0.240985504887906
10342,0.230670975648842
10343,0.343228035312255
10344,0.0829612403944844
10345,0.278163751987552
10346,0.199763389405955
10347,0.0767642836944379
10348,0.257325906434386
10349,0.216303907043942
10350,0.203058845037532
10351,0.373373068541692
10352,0.308144972608414
10353,0.21623554486628
10354,0.308119511233462
10355,0.136781223169444
10356,0.175119584803569
10357,0.103888233321428
10358,0.103872956496457
10359,0.265402266970712
10360,0.358474809186634
10361,0.321051813482804
10362,0.256434410325272
10363,0.126105360794263
10364,0.367207950303456
10365,0.367506297541238
10366,0.225024479244777
10367,0.126763892520653
10368,0.358358877211464
10369,0.238813836522661
10370,0.0842431463460097
10371,0.129302125072687
10372,0.292045487582624
10373,0.288393934422916
10374,0.268973126703453
10375,0.29293194021417
10376,0.358550534730509
10377,0.125529312098831
10378,0.240255003943605
10379,0.227810987622094
10380,0.251835603924483
10381,0.332632935814642
10382,0.163579477367522
10383,0.250319635835476
10384,0.336051135861307
10385,0.16177164653169
10386,0.328129203556021
10387,0.171226560208255
10388,0.188621711886618
10389,0.0580692305336691
10390,0.253689502634785
10391,0.294934934413193
10392,0.229652440017409
10393,0.164726538564788
10394,0.184925469229291
10395,0.182603356988706
10396,0.123022153971225
10397,0.357415411807631
10398,0.315203001608283
10399,0.356806143348872
10400,0.16660475785445
10401,0.21015071829527
10402,0.334526197790684
10403,0.231002444385254
