"id","intentional_cause"
10310,0.154182879377432
10311,0.153846153846154
10312,0.154182879377432
10313,0.154182879377432
10314,0.154182879377432
10315,0.153846153846154
10316,0.153846153846154
10317,0.369127516778524
10318,0.153846153846154
10319,0.154182879377432
10320,0.153846153846154
10321,0.154182879377432
10322,0.154182879377432
10323,0.154182879377432
10324,0.369127516778524
10325,0.369127516778524
10326,0.153846153846154
10327,0.154182879377432
10328,0.369127516778524
10329,0.154182879377432
10330,0.153846153846154
10331,0.369127516778524
10332,0.154182879377432
10333,0.153846153846154
10334,0.369127516778524
10335,0.154182879377432
10336,0.154182879377432
10337,0.154182879377432
10338,0.369127516778524
10339,0.153846153846154
10340,0.153846153846154
10341,0.153846153846154
10342,0.153846153846154
10343,0.369127516778524
10344,0.154182879377432
10345,0.153846153846154
10346,0.153846153846154
10347,0.154182879377432
10348,0.153846153846154
10349,0.369127516778524
10350,0.154182879377432
10351,0.369127516778524
10352,0.153846153846154
10353,0.153846153846154
10354,0.153846153846154
10355,0.154182879377432
10356,0.369127516778524
10357,0.154182879377432
10358,0.154182879377432
10359,0.153846153846154
10360,0.369127516778524
10361,0.153846153846154
10362,0.153846153846154
10363,0.154182879377432
10364,0.153846153846154
10365,0.153846153846154
10366,0.153846153846154
10367,0.154182879377432
10368,0.153846153846154
10369,0.369127516778524
10370,0.154182879377432
10371,0.154182879377432
10372,0.369127516778524
10373,0.153846153846154
10374,0.369127516778524
10375,0.153846153846154
10376,0.153846153846154
10377,0.154182879377432
10378,0.153846153846154
10379,0.153846153846154
10380,0.153846153846154
10381,0.50186799501868
10382,0.154182879377432
10383,0.369127516778524
10384,0.369127516778524
10385,0.154182879377432
10386,0.153846153846154
10387,0.153846153846154
10388,0.369127516778524
10389,0.154182879377432
10390,0.369127516778524
10391,0.369127516778524
10392,0.153846153846154
10393,0.153846153846154
10394,0.153846153846154
10395,0.153846153846154
10396,0.154182879377432
10397,0.153846153846154
10398,0.153846153846154
10399,0.369127516778524
10400,0.154182879377432
10401,0.153846153846154
10402,0.153846153846154
10403,0.153846153846154
10404,0.154182879377432
10405,0.369127516778524
10406,0.154182879377432
10407,0.369127516778524
10408,0.153846153846154
10409,0.154182879377432
10410,0.369127516778524
10411,0.369127516778524
10412,0.153846153846154
10413,0.153846153846154
10414,0.153846153846154
10415,0.153846153846154
10416,0.153846153846154
10417,0.153846153846154
10418,0.369127516778524
10419,0.154182879377432
10420,0.153846153846154
10421,0.153846153846154
10422,0.369127516778524
10423,0.153846153846154
10424,0.153846153846154
10425,0.154182879377432
10426,0.369127516778524
10427,0.153846153846154
10428,0.369127516778524
10429,0.154182879377432
10430,0.154182879377432
10431,0.153846153846154
10432,0.154182879377432
10433,0.153846153846154
10434,0.369127516778524
10435,0.153846153846154
10436,0.154182879377432
10437,0.369127516778524
10438,0.154182879377432
10439,0.153846153846154
10440,0.153846153846154
10441,0.369127516778524
10442,0.153846153846154
10443,0.153846153846154
10444,0.369127516778524
10445,0.153846153846154
10446,0.369127516778524
10447,0.153846153846154
10448,0.154182879377432
10449,0.153846153846154
10450,0.369127516778524
10451,0.369127516778524
10452,0.153846153846154
10453,0.154182879377432
10454,0.369127516778524
10455,0.369127516778524
10456,0.154182879377432
10457,0.153846153846154
10458,0.154182879377432
10459,0.153846153846154
10460,0.153846153846154
10461,0.154182879377432
10462,0.154182879377432
10463,0.154182879377432
10464,0.154182879377432
10465,0.154182879377432
10466,0.50186799501868
10467,0.154182879377432
10468,0.153846153846154
10469,0.153846153846154
10470,0.153846153846154
10471,0.369127516778524
10472,0.153846153846154
10473,0.153846153846154
10474,0.153846153846154
10475,0.154182879377432
10476,0.154182879377432
10477,0.154182879377432
10478,0.378491620111732
10479,0.154182879377432
10480,0.378491620111732
10481,0.378491620111732
10482,0.154182879377432
10483,0.50186799501868
10484,0.369127516778524
10485,0.378491620111732
10486,0.154182879377432
10487,0.154182879377432
10488,0.154182879377432
10489,0.153846153846154
10490,0.50186799501868
10491,0.153846153846154
10492,0.369127516778524
10493,0.369127516778524
10494,0.154182879377432
10495,0.50186799501868
10496,0.50186799501868
10497,0.154182879377432
10498,0.378491620111732
10499,0.369127516778524
10500,0.154182879377432
10501,0.154182879377432
10502,0.50186799501868
10503,0.378491620111732
10504,0.378491620111732
10505,0.378491620111732
10506,0.378491620111732
10507,0.378491620111732
10508,0.378491620111732
10509,0.50186799501868
10510,0.50186799501868
10511,0.154182879377432
10512,0.378491620111732
10513,0.378491620111732
10514,0.154182879377432
10515,0.378491620111732
10516,0.369127516778524
10517,0.369127516778524
10518,0.153846153846154
10519,0.153846153846154
10520,0.153846153846154
10521,0.154182879377432
10522,0.369127516778524
10523,0.154182879377432
10524,0.153846153846154
10525,0.153846153846154
10526,0.153846153846154
10527,0.154182879377432
10528,0.369127516778524
10529,0.369127516778524
10530,0.154182879377432
10531,0.369127516778524
10532,0.153846153846154
10533,0.154182879377432
10534,0.153846153846154
10535,0.154182879377432
10536,0.154182879377432
10537,0.153846153846154
10538,0.154182879377432
10539,0.154182879377432
10540,0.153846153846154
10541,0.153846153846154
10542,0.153846153846154
10543,0.154182879377432
10544,0.378491620111732
10545,0.378491620111732
10546,0.153846153846154
10547,0.154182879377432
10548,0.154182879377432
10549,0.154182879377432
10550,0.378491620111732
10551,0.369127516778524
10552,0.378491620111732
10553,0.369127516778524
10554,0.369127516778524
10555,0.153846153846154
10556,0.153846153846154
10557,0.378491620111732
10558,0.50186799501868
10559,0.50186799501868
10560,0.378491620111732
10561,0.378491620111732
10562,0.378491620111732
10563,0.378491620111732
10564,0.378491620111732
10565,0.154182879377432
10566,0.378491620111732
10567,0.378491620111732
10568,0.378491620111732
10569,0.50186799501868
10570,0.50186799501868
10571,0.378491620111732
10572,0.378491620111732
10573,0.378491620111732
10574,0.378491620111732
10575,0.153846153846154
10576,0.154182879377432
10577,0.153846153846154
10578,0.378491620111732
10579,0.378491620111732
10580,0.378491620111732
10581,0.50186799501868
10582,0.154182879377432
10583,0.378491620111732
10584,0.378491620111732
10585,0.154182879377432
10586,0.378491620111732
