"id","intentional_cause"
10310,0.0261786379853058
10311,0.0992737003596297
10312,0.0289492777030785
10313,0.032083843264533
10314,0.161163206767244
10315,0.309644166871894
10316,0.298187654732117
10317,0.29819467501611
10318,0.347136396890598
10319,0.194929559048278
10320,0.228833981182297
10321,0.100394553540656
10322,0.177839698311226
10323,0.220371309584593
10324,0.303586757027832
10325,0.353188898686916
10326,0.353276099923144
10327,0.137080273843544
10328,0.245997405238704
10329,0.182477571395093
10330,0.290959462483516
10331,0.291098233643338
10332,0.123065380028305
10333,0.317221793868443
10334,0.304235350661953
10335,0.114392802048149
10336,0.188456319783626
10337,0.153102552155754
10338,0.249278744449135
10339,0.356969952034675
10340,0.340732902602089
10341,0.24527113823222
10342,0.243307881365593
10343,0.340776512960543
10344,0.0811690312992893
10345,0.275379664355266
10346,0.203325499306988
10347,0.0711552188716216
10348,0.26451093886056
10349,0.214570557514835
10350,0.204149988791553
10351,0.363186863279105
10352,0.297662027688592
10353,0.214522547993424
10354,0.297634644246249
10355,0.121181375789509
10356,0.172689093744176
10357,0.102099702258962
10358,0.102083272193556
10359,0.264407151260714
10360,0.348822235375425
10361,0.3249445648466
10362,0.256209965248955
10363,0.132047643990867
10364,0.359339102395057
10365,0.359628465523565
10366,0.212004834971176
10367,0.12228524604915
10368,0.348731569462996
10369,0.241273410133322
10370,0.0894135853251347
10371,0.117560644620094
10372,0.283012599885372
10373,0.284040757045786
10374,0.257906945105009
10375,0.28397730965302
10376,0.356431735527306
10377,0.12805770978728
10378,0.228063426837436
10379,0.216037149408974
10380,0.242166944932962
10381,0.333603633483692
10382,0.152954637841818
10383,0.249854871422987
10384,0.337761316480907
10385,0.152691809299534
10386,0.322380528332847
10387,0.18629871597288
10388,0.188552637907433
10389,0.0535785976676973
10390,0.252288017967957
10391,0.295926525396579
10392,0.226145687005281
10393,0.162564891764077
10394,0.183722999578452
10395,0.172446119685103
10396,0.113778910026473
10397,0.359323264154985
10398,0.316312573623268
10399,0.358223181007513
10400,0.165930010955154
10401,0.210294529583359
10402,0.334947249970944
10403,0.233384757151325
10404,-0.128315428194762
10405,0.184510772836877
10406,0.0814946947904649
10407,0.184180960975483
10408,0.210476626209367
10409,0.102600431034667
10410,0.331597327664861
10411,0.397000910815736
10412,0.263639134978728
10413,0.355158862562278
10414,0.243261879603721
10415,0.289731689021129
10416,0.282513603680474
10417,0.357848571600688
10418,0.228389192019143
10419,0.139525626235179
10420,0.234981189534556
10421,0.215118759528932
10422,0.311836207475003
10423,0.220234999122849
10424,0.311805659909156
10425,0.118635859595557
10426,0.220279867338432
10427,0.254524307905615
10428,0.311842535722012
10429,0.175875990658897
10430,0.0140238467788761
10431,0.178291563632598
10432,0.097726652670337
10433,0.219129477293703
10434,0.244520297932558
10435,0.22357894924993
10436,0.135993163357035
10437,0.202000687305523
10438,-0.159981629610438
10439,0.177254454789584
10440,0.228738801548112
10441,0.186570873338529
10442,0.294157760056558
10443,0.294168165764648
10444,0.294179260511843
10445,0.273953074433942
10446,0.266135443723347
10447,0.24787804579464
10448,0.178894060826972
10449,0.273982396615515
10450,0.206056544863279
10451,0.25150999421472
10452,0.339407631417433
10453,0.148638154086258
10454,0.251430836900838
10455,0.205968743639938
10456,0.106316227832306
10457,0.208884945338004
10458,-0.110558877829924
10459,0.129275029164665
10460,0.279727911800877
10461,0.176928844834803
10462,-0.025346445600781
10463,-0.155783251210337
10464,0.0837435987105135
10465,0.0524776385081906
10466,0.169610068910672
10467,0.0718191170124822
10468,0.218092083595327
10469,0.239795975862196
10470,0.251741738605633
10471,0.251748963771425
10472,0.260667220140325
10473,0.245760828993772
10474,0.36842484063942
10475,0.167971050297316
10476,0.288396758888952
10477,0.290615626328591
10478,0.337449893304814
10479,0.240417885427979
10480,0.307044913702536
10481,0.444272780071527
10482,0.146448271936778
10483,0.370098987795764
10484,0.383871815422388
10485,0.329403318033113
10486,0.18385598385323
10487,0.221519995903685
10488,0.198763314293159
10489,0.333363013160484
10490,0.405394015265254
10491,0.213055489807744
10492,0.34112942242031
10493,0.298522533364803
10494,0.142951210961531
10495,0.383612432446315
10496,0.383615702040603
10497,0.211064961315999
10498,0.312652511804033
10499,0.273820349490774
10500,0.180606607839926
10501,0.0844993560183795
10502,0.306216789713024
10503,0.324637172556327
10504,0.416210571686868
10505,0.416215419446772
10506,0.329191609351934
10507,0.374376320479115
10508,0.282851116207097
10509,0.40464144747161
10510,0.404673049745292
10511,0.21060221143924
10512,0.412515252848087
10513,0.306114619785151
10514,0.170664384967928
10515,0.370678969171121
10516,0.225919317887044
10517,0.375057040724431
10518,0.297133049126452
10519,0.267813599995485
10520,0.241694757848435
10521,0.116765359946812
10522,0.308064627202232
10523,0.141758215347706
10524,0.175597667495672
10525,0.234530510791174
10526,0.318033004010121
10527,0.0548641597782584
10528,0.197700528437766
10529,0.234162541647493
10530,0.103073877424949
10531,0.283845340623844
10532,0.13648326034608
10533,0.155731918941499
10534,0.263230417389443
10535,0.092413466560484
10536,0.0802055644306251
10537,0.186351611576718
10538,-0.0367515953850506
10539,0.00402625051142259
10540,0.160851038995468
10541,0.36339750557932
10542,0.278965939559061
10543,0.180263664625329
10544,0.283055357572999
10545,0.337580710332077
10546,0.240354866653268
10547,0.130792204951141
10548,0.0669241288472683
10549,0.202516006821549
10550,0.286756580093697
10551,0.226631372043015
10552,0.366831211565908
10553,0.244354408629218
10554,0.316200558111019
10555,0.2498742924716
