"id","intentional_cause"
10310,0.14649045940218
10311,0.138998574828462
10312,0.158225643215898
10313,0.144949870454861
10314,0.284041503980192
10315,0.331688393633986
10316,0.304895439789288
10317,0.304899310549067
10318,0.238725821671171
10319,0.306567176737251
10320,0.233743192659888
10321,0.256465193981638
10322,0.266408229970986
10323,0.364976589712122
10324,0.321213065521691
10325,0.282750545630103
10326,0.28271512310925
10327,0.290173103759476
10328,0.244237367421027
10329,0.312098553457615
10330,0.312102439852862
10331,0.312047800890627
10332,0.259438347168754
10333,0.312045871210931
10334,0.271331285278888
10335,0.213602027211862
10336,0.200546365391711
10337,0.259428631180636
10338,0.273551043919883
10339,0.200599912703446
10340,0.273573432562312
10341,0.197769366084111
10342,0.263632600643876
10343,0.27355798085483
10344,0.220967851717759
10345,0.273554000586077
10346,0.159318302609352
10347,0.0981047691368032
10348,0.175099439042673
10349,0.13659557522041
10350,0.286925627238216
10351,0.287606724390833
10352,0.287623603000565
10353,0.136598832664947
10354,0.287634398542918
10355,0.249142743828911
10356,0.0981047606876529
10357,0.170935777604354
10358,0.170942254929766
10359,0.277706609211538
10360,0.282191483997623
10361,0.325074939572059
10362,0.175539921919722
10363,0.281069683650901
10364,0.298101189121286
10365,0.299136982243742
10366,0.245040372805199
10367,0.276122533181422
10368,0.282206334918228
10369,0.248087076771564
10370,0.242890020110902
10371,0.26368036912868
10372,0.294050842593723
10373,0.288348450533612
10374,0.293651407526654
10375,0.293663554861758
10376,0.27756662004643
10377,0.270430744143337
10378,0.308850957211588
10379,0.255163479624715
10380,0.255159161407774
10381,0.310469834188724
10382,0.247220716498303
10383,0.2335104777228
10384,0.254916130175079
10385,0.289958384208848
10386,0.236193846533934
10387,0.18581612625032
10388,0.177982149052666
10389,0.178123692694834
10390,0.252106475079952
10391,0.216423246833641
10392,0.252115212898291
10393,0.177928725199934
10394,0.213612762641931
10395,0.169263205047712
10396,0.275506966090551
10397,0.273061098857636
10398,0.235029917207164
10399,0.27376798987304
10400,0.272955950275116
10401,0.196054471058139
10402,0.252062821967819
10403,0.184546308158123
10404,0.234483511626498
10405,0.195960671859184
10406,0.196270043957016
10407,0.196054133109952
10408,0.236761616131243
10409,0.236758399059622
10410,0.323936761847273
10411,0.323936694257636
10412,0.285443447436127
10413,0.285444095168668
10414,0.271589473192134
10415,0.285453811156786
10416,0.303248904659483
10417,0.269082777469798
10418,0.261112312313915
10419,0.264606853958578
10420,0.256721303738478
10421,0.176548604541706
10422,0.250775319068532
10423,0.250805749356034
10424,0.250786317379798
10425,0.258367832276904
10426,0.250788408898631
10427,0.273389610447553
10428,0.250774913530707
10429,0.252504744076276
10430,0.248153784433527
10431,0.211645332597247
10432,0.296323422066751
10433,0.19655042101409
10434,0.259351511738163
10435,0.249661987690536
10436,0.259353779370502
10437,0.2211184063245
10438,0.1906688951254
10439,0.158071517994711
10440,0.220870784746751
10441,0.181125273893858
10442,0.220864307421339
10443,0.220860205115245
10444,0.220859313308022
10445,0.274214801522337
10446,0.243352091487777
10447,0.274197528654572
10448,0.27738286851077
10449,0.243283280597871
10450,0.235699092461784
10451,0.277852220224058
10452,0.274194289991866
10453,0.280880989392298
10454,0.280881043088015
10455,0.235732383662008
10456,0.207666555215524
10457,0.18620384859337
